1380136869,387,0,0,86,0,0,0,145,0,0
1380136875,386,0,0,86,0,0,0,144,0,0
1380136882,383,0,0,86,0,0,0,144,0,0
1380136890,388,0,0,87,0,0,0,145,0,0
1380136897,388,0,0,86,0,0,0,145,0,0
1380136903,388,0,0,20,0,0,0,145,0,0
1380136910,324,0,0,20,0,0,0,144,0,0
1380136917,325,0,0,20,0,0,0,145,0,0
1380136925,325,0,0,0,0,0,0,144,0,0
1380136929,324,0,0,0,0,0,0,144,0,0
1380136932,324,0,0,0,0,0,0,144,0,0
1380136936,325,0,0,0,0,0,0,143,0,0
1380136943,327,0,0,0,0,0,0,144,0,0
1380136949,329,0,0,0,0,0,0,144,0,0
1380136956,325,0,0,0,0,0,0,143,0,0
1380136962,317,0,0,0,0,0,0,144,0,0
1380136969,317,0,0,0,0,0,0,146,0,0
1380136977,333,0,0,0,0,0,0,146,0,0
1380136984,330,0,0,0,0,0,0,146,0,0
1380136988,329,0,0,0,0,0,0,144,0,0
1380136990,329,0,0,0,0,0,0,144,0,0
1380136995,324,0,0,0,0,0,0,145,0,0
1380137003,324,0,0,0,0,0,0,145,0,0
1380137010,330,0,0,0,0,0,0,145,0,0
1380137016,325,0,0,0,0,0,0,145,0,0
1380137023,325,0,0,0,0,0,0,144,0,0
1380137029,325,0,0,0,0,0,0,144,0,0
1380137036,327,0,0,0,0,0,0,145,0,0
1380137043,327,0,0,0,0,0,0,145,0,0
1380137049,325,0,0,0,0,0,0,144,0,0
1380137051,325,0,0,0,0,0,0,144,0,0
1380137055,325,0,0,0,0,0,0,144,0,0
1380137062,321,0,0,0,0,0,0,144,0,0
1380137069,323,0,0,0,0,0,0,144,0,0
1380137075,325,0,0,0,0,0,0,144,0,0
1380137082,324,0,0,0,0,0,0,144,0,0
1380137090,326,0,0,0,0,0,0,145,0,0
1380137097,326,0,0,0,0,0,0,144,0,0
1380137103,324,0,0,0,0,0,0,145,0,0
1380137110,324,0,0,0,0,0,0,144,0,0
1380137116,324,0,0,0,0,0,0,145,0,0
1380137123,325,0,0,0,0,0,0,144,0,0
1380137129,325,0,0,0,0,0,0,144,0,0
1380137136,326,0,0,0,0,0,0,145,0,0
1380137144,327,0,0,0,0,0,0,144,0,0
1380137149,324,0,0,0,0,0,0,144,0,0
1380137157,327,0,0,0,0,0,0,144,0,0
1380137164,326,0,0,0,0,0,0,145,0,0
1380137168,322,0,0,0,0,0,0,145,0,0
1380137171,322,0,0,0,0,0,0,145,0,0
1380137175,325,0,0,0,0,0,0,144,0,0
1380137183,326,0,0,0,0,0,0,145,0,0
1380137188,322,0,0,0,0,0,0,144,0,0
1380137196,322,0,0,0,0,0,0,142,0,0
1380137203,322,0,0,0,0,0,0,144,0,0
1380137210,323,0,0,0,0,0,0,143,0,0
1380137216,319,0,0,0,0,0,0,144,0,0
1380137223,319,0,0,0,0,0,0,144,0,0
1380137229,333,0,0,0,0,0,0,145,0,0
1380137236,326,0,0,0,0,0,0,144,0,0
1380137242,329,0,0,0,0,0,0,145,0,0
1380137249,325,0,0,0,0,0,0,144,0,0
1380137257,326,0,0,0,0,0,0,144,0,0
1380137264,323,0,0,0,0,0,0,144,0,0
1380137270,325,0,0,0,0,0,0,144,0,0
1380137277,326,0,0,0,0,0,0,145,0,0
1380137283,331,0,0,0,0,0,0,144,0,0
1380137288,325,0,0,0,0,0,0,145,0,0
1380137290,325,0,0,0,0,0,0,145,0,0
1380137296,327,0,0,0,0,0,0,144,0,0
1380137303,324,0,0,0,0,0,0,144,0,0
1380137309,324,0,0,0,0,0,0,144,0,0
1380137316,324,0,0,0,0,0,0,144,0,0
1380137322,324,0,0,0,0,0,0,144,0,0
1380137329,324,0,0,0,0,0,0,144,0,0
1380137336,324,0,0,0,0,0,0,145,0,0
1380137344,324,0,0,0,0,0,0,144,0,0
1380137349,324,0,0,0,0,0,0,145,0,0
1380137351,324,0,0,0,0,0,0,145,0,0
1380137357,324,0,0,0,0,0,0,144,0,0
1380137364,325,0,0,0,0,0,0,144,0,0
1380137370,324,0,0,0,0,0,0,143,0,0
1380137377,323,0,0,0,0,0,0,144,0,0
1380137383,326,0,0,0,0,0,0,143,0,0
1380137390,326,0,0,0,0,0,0,144,0,0
1380137398,325,0,0,0,0,0,0,144,0,0
1380137405,325,0,0,0,0,0,0,144,0,0
1380137429,323,0,0,0,0,0,0,144,0,0
1380137437,325,0,0,0,0,0,0,145,0,0
1380137442,325,0,0,0,0,0,0,144,0,0
1380137450,325,0,0,0,0,0,0,144,0,0
1380137457,325,0,0,0,0,0,0,144,0,0
1380137464,323,0,0,0,0,0,0,144,0,0
1380137468,326,0,0,0,0,0,0,144,0,0
1380137470,326,0,0,0,0,0,0,144,0,0
1380137476,326,0,0,0,0,0,0,143,0,0
1380137483,334,0,0,0,0,0,0,144,0,0
1380137489,334,0,0,0,0,0,0,143,0,0
1380137496,327,0,0,0,0,0,0,145,0,0
1380137503,327,0,0,0,0,0,0,145,0,0
1380137509,327,0,0,0,0,0,0,144,0,0
1380137516,327,0,0,0,0,0,0,144,0,0
1380137524,325,0,0,0,0,0,0,144,0,0
1380137529,327,0,0,0,0,0,0,144,0,0
1380137531,327,0,0,0,0,0,0,144,0,0
1380137535,327,0,0,0,0,0,0,144,0,0
1380137542,323,0,0,0,0,0,0,145,0,0
